journey_id,signature,dimension,lifespan,birth_tau,death_tau,has_reentry,component_id,glued_with_count,witnesses
journey_186,critical_data_quality,0,44,2,36,True,0,397,critical;property;computational;something;born;records;product;date;capital;cover;paragraph;basin;keep;recursive;coherence
journey_187,sure_data_quality,0,12,2,10,True,0,205,property;compare;date;capital;including;provide;manage;ensuring;ensure;time;view;processing;music;projects;city
journey_188,including_data_information,0,12,2,10,True,0,204,property;records;date;capital;interpretation;including;provide;ensure;time;energy;processing;music;projects;city;number
journey_189,interpretation_data_quality,0,37,2,29,True,0,363,critical;property;born;records;something;product;date;capital;cover;interpretation;recursive;private;anything;feel;provide
journey_190,examples_data_quality,0,18,2,10,True,0,205,property;records;date;capital;challenges;provide;ensuring;ensure;time;group;energy;processing;music;projects;city
journey_191,records_data_quality,0,18,2,10,True,0,204,property;records;culture;date;capital;space;ensure;time;bank;standards;company;energy;music;projects;city
journey_192,used_data_quality,0,18,2,10,True,0,202,property;records;date;capital;challenges;including;provide;ensuring;ensure;time;driven;processing;music;projects;city
journey_193,different_data_quality,0,18,2,10,True,0,206,critical;property;something;date;capital;provide;ensuring;ensure;time;music;projects;city;science;number;organization
journey_194,lead_data_quality,0,18,2,10,True,0,202,critical;property;born;records;date;capital;challenges;including;provide;ensuring;ensure;thank;time;energy;processing
journey_195,overall_data_quality,0,16,2,10,True,0,203,property;date;capital;challenges;including;provide;create;ensuring;ensure;time;asked;processing;music;projects;city
journey_196,love_data_quality,0,43,2,36,True,0,391,critical;property;something;records;unique;born;product;main;typing;date;capital;cover;keep;paragraph;basin
journey_197,method_data_quality,0,18,2,10,True,0,202,property;records;unique;date;capital;choice;robust;success;provide;ensuring;find;ensure;time;view;processing
journey_198,introduction_data_information,0,44,2,36,True,0,397,critical;property;something;records;product;culture;apply;date;capital;cover;another;paragraph;basin;recursive;coherence
journey_199,processes_data_quality,0,11,2,10,True,0,203,property;records;date;capital;entities;challenges;ensuring;ensure;time;standards;driven;reflexive;processing;music;broken
journey_200,cultural_data_quality,0,44,2,36,True,0,394,critical;property;born;records;something;product;culture;date;capital;cover;paragraph;basin;trace;recursive;prove
journey_201,care_data_quality,0,43,2,36,True,0,392,property;born;records;something;product;site;culture;date;capital;cover;keep;paragraph;basin;recursive;coherence
journey_202,culture_data_quality,0,18,2,10,True,0,205,property;records;culture;date;capital;challenges;ensuring;ensure;believe;time;dark;energy;breath;processing;works
journey_203,property_data_information,0,18,2,10,True,0,203,property;records;date;capital;private;load;joke;ensure;time;bank;company;energy;processing;music;projects
journey_204,take_data_quality,0,18,2,10,True,0,203,critical;property;something;date;capital;challenges;provide;play;ensuring;ensure;time;smooth;bank;inductive;energy
journey_205,something_data_information,0,13,2,10,True,0,203,property;something;date;capital;including;provide;create;ensuring;ensure;form;time;processing;music;remember;projects
journey_206,success_data_quality,0,15,2,10,True,0,203,property;date;capital;load;success;including;provide;ensure;time;bank;processing;music;projects;city;number
journey_207,during_data_quality,0,44,2,36,True,0,397,critical;property;born;records;product;date;capital;cover;paragraph;basin;recursive;coherence;separate;scheduler;private
journey_208,check_data_quality,0,11,2,10,True,0,203,property;date;capital;challenges;provide;create;ensure;time;check;processing;music;projects;city;number;organization
journey_209,click_data_information,0,18,2,10,True,0,204,property;ledger;records;culture;date;capital;provide;ensuring;ensure;time;bank;standards;processing;music;necessary
journey_210,framework_data_quality,0,14,2,10,True,0,204,property;records;culture;date;capital;provide;ensure;time;standards;reflexive;processing;music;projects;city;number
journey_211,list_data_information,0,44,2,36,True,0,397,critical;property;born;records;product;date;capital;cover;multi;paragraph;basin;recursive;keep;coherence;scheduler
journey_212,across_data_quality,0,18,2,10,True,0,203,property;records;crucial;date;capital;entities;challenges;including;provide;ensuring;ensure;time;identities;processing;music
journey_213,fixed_data_quality,0,18,2,10,True,0,204,property;records;date;capital;provide;ensure;time;bank;standards;company;processing;music;projects;city;science
journey_214,services_data_information,0,13,2,10,True,0,203,property;records;culture;date;capital;including;provide;ensuring;ensure;time;bank;standards;music;projects;city
journey_215,language_data_quality,0,18,2,10,True,0,205,property;records;culture;date;capital;provide;ensure;time;processing;music;projects;city;number;organization;science
journey_216,means_data_information,0,43,2,36,True,0,395,critical;property;born;records;culture;lseg;date;capital;paragraph;another;keep;basin;recursive;coherence;scheduler
journey_217,types_data_quality,0,18,2,10,True,0,204,property;records;date;capital;relations;challenges;provide;individual;ensuring;ensure;time;bank;personal;spirit;processing
journey_218,figures_data_quality,0,18,2,10,True,0,202,property;records;date;capital;entity;entities;challenges;provide;needs;ensuring;ensure;time;standards;energy;processing
journey_219,metric_data_quality,0,18,2,10,True,0,204,plan;property;records;date;capital;choice;challenges;feel;ensuring;ensure;time;bank;energy;processing;music
journey_220,social_data_quality,0,18,2,10,True,0,204,property;records;culture;date;capital;choice;challenges;including;ensuring;ensure;time;processing;music;projects;technical
journey_221,held_data_information,0,9,2,10,True,0,199,feedback;property;records;capital;including;provide;ensure;time;energy;processing;music;projects;city;designed;science
journey_222,financial_data_quality,0,10,2,10,True,0,205,critical;property;date;capital;including;create;ensuring;find;ensure;time;music;projects;city;science;organization
journey_223,governance_data_quality,0,18,2,10,True,0,203,property;date;capital;challenges;modules;ensuring;time;bank;energy;processing;music;projects;city;science;number
journey_224,confirm_data_information,0,13,2,10,True,0,204,property;records;date;capital;provide;ensure;form;time;processing;music;projects;city;number;organization;science
journey_225,solid_data_quality,0,18,2,10,True,0,203,critical;property;something;date;capital;nothing;challenges;provide;ensuring;ensure;believe;time;dark;bank;energy
journey_226,retrieval_data_quality,0,18,2,10,True,0,205,critical;property;records;date;capital;provide;general;ensuring;ensure;time;processing;music;projects;city;number
journey_227,element_data_information,0,44,2,36,True,0,390,property;born;records;something;product;crucial;asset;capital;date;cover;paragraph;trace;relational;recursive;coherence
journey_228,include_data_information,0,18,2,10,True,0,202,property;date;capital;representing;working;including;provide;ensuring;ensure;time;driven;music;projects;city;number
journey_229,elements_data_quality,0,18,2,10,True,0,204,property;records;culture;date;capital;status;ensuring;ensure;time;bank;dark;standards;energy;processing;music
journey_230,fear_data_quality,0,18,2,10,True,0,203,property;records;culture;date;capital;points;provide;ensuring;ensure;time;bank;standards;company;energy;processing
journey_231,requirements_data_information,0,14,2,10,True,0,202,property;records;date;capital;points;challenges;provide;ensure;time;bank;standards;energy;processing;music;projects
journey_232,company_data_customer,0,44,2,36,True,0,396,property;something;records;born;product;date;capital;cover;paragraph;basin;keep;recursive;coherence;scheduler;private
journey_233,world_data_quality,0,18,2,10,True,0,203,property;records;culture;date;capital;status;choice;play;ensuring;ensure;time;bank;emotional;processing;music
journey_234,energy_data_quality,0,18,2,10,True,0,204,property;records;culture;date;capital;challenges;ensuring;ensure;time;bank;energy;processing;music;relationship;projects
journey_235,under_data_information,0,9,2,10,True,0,205,critical;property;records;culture;date;capital;challenges;including;provide;ensuring;ensure;time;processing;music;projects
journey_236,time_data_quality,0,18,2,10,True,0,203,property;records;date;capital;challenges;ensuring;ensure;time;future;processing;music;projects;city;number;organization
journey_237,says_data_information,0,10,2,10,True,0,203,feedback;property;something;records;unique;date;capital;including;provide;ensure;time;processing;music;projects;city
journey_238,tell_data_information,0,11,2,10,True,0,205,property;something;records;date;capital;including;provide;ensuring;ensure;time;works;processing;music;projects;city
journey_239,sources_data_information,0,10,2,10,True,0,203,critical;property;something;records;date;capital;including;provide;ensuring;ensure;time;processing;music;projects;city
journey_240,metrics_data_quality,0,18,2,10,True,0,204,property;records;date;capital;points;ensure;time;bank;standards;shifts;energy;processing;music;projects;city
journey_241,deeply_data_quality,0,10,2,10,True,0,206,critical;property;date;capital;provide;ensuring;ensure;time;music;projects;city;didn;science;organization;number
journey_242,fully_data_quality,0,11,2,10,True,0,205,property;something;records;date;capital;entities;indeed;provide;ensuring;ensure;time;words;processing;music;projects
journey_243,fields_data_information,0,9,2,10,False,0,205,property;records;crucial;date;capital;provide;ensuring;stream;ensure;time;alive;context;words;processing;music
journey_244,issues_services_values,1,1,2,2,False,0,1,quality;cases;used;property;elements;records;issues;values;services;management;customer;help;stories;data;information
journey_245,following_data_management,0,9,3,10,True,0,203,property;date;capital;provide;ensuring;ensure;time;required;processing;music;appears;projects;city;science;number
journey_246,powershell_data_management,0,9,3,10,True,0,202,plan;property;date;capital;challenges;ensure;time;processing;music;projects;city;science;number;organization;modern
journey_247,homotopy_data_management,0,9,3,10,True,0,202,property;date;capital;challenges;ensuring;ensure;time;processing;music;projects;city;designed;science;number;organization
journey_248,keep_data_management,0,8,3,10,True,0,200,property;date;capital;keep;provide;create;ensuring;find;ensure;time;mention;processing;music;projects;city
journey_249,broken_policies_request,1,1,3,3,False,1,0,corporate;logic;examples;shape;energy;decision;request;broken;usage;ontology;policies;field;identify;described;data
journey_250,four_data_three,0,8,4,10,True,0,203,something;date;capital;beginning;ensuring;ensure;time;music;projects;city;number;modern;organization;science;start
journey_251,lseg_data_work,0,7,4,10,True,0,203,really;something;next;modern;process;dance;tools;lseg;date;capital;insert;analysis;business;climate;called
journey_252,simple_data_experience,0,8,4,10,True,0,202,date;capital;simple;ensuring;ensure;time;bank;music;projects;city;science;number;organization;modern;looking
journey_253,truly_data_experience,0,12,4,10,True,0,201,typing;date;capital;sets;ensure;time;processing;music;projects;city;science;number;organization;based;function
journey_254,instance_data_analysis,0,7,4,10,True,0,200,related;really;something;next;process;tools;date;capital;insert;analysis;business;climate;standard;types;called
journey_255,help_data_work,0,10,4,10,True,0,200,something;date;capital;ensuring;ensure;time;music;projects;city;science;number;organization;modern;based;function
journey_256,however_data_entry,0,8,5,10,True,0,194,really;request;modern;felt;entry;tools;dance;date;public;capital;upon;insert;developed;business;climate
journey_257,description_data_entry,0,12,5,10,True,0,194,date;challenges;ensuring;ensure;time;company;energy;music;projects;city;number;modern;organization;science;based
journey_258,query_data_entry,0,12,5,10,True,0,194,date;capital;ensuring;ensure;time;company;music;projects;city;science;number;organization;modern;looking;ability
journey_259,entities_data_entry,0,9,5,10,True,0,193,date;capital;entity;entities;challenges;including;provide;ensure;time;names;identities;music;projects;city;number
journey_260,among_data_entry,0,4,5,7,True,0,186,request;process;entry;public;capital;business;entities;climate;types;standard;quality;impact;question;type;ensure
journey_261,following_data_entry,0,5,5,7,True,0,186,related;request;entry;public;capital;business;climate;standard;types;quality;type;ensure;name;time;service
journey_262,metadata_data_entry,0,12,5,10,True,0,195,related;women;architecture;request;next;process;entry;tools;dance;modern;insert;public;capital;date;fields
journey_263,depending_data_entry,0,7,5,10,True,0,196,architecture;request;modern;entry;depending;tools;dance;date;public;capital;insert;side;business;climate;kind
journey_264,google_data_entry,0,4,5,6,True,0,163,request;entry;public;capital;business;types;type;ensure;name;time;bank;service;specific;information;access
journey_265,public_insights_value,1,2,5,6,False,2,0,critical;unique;reasoning;usage;public;provided;analysis;maintain;provide;manage;useful;consistent;find;access;operational
journey_266,data_project_test,1,2,5,5,True,3,0,array;domain;power;string;exchange;event;build;tool;company;control;match;events;projects;project;organization
journey_267,define_data_value,0,24,6,25,True,0,335,something;records;product;apply;date;capital;keep;private;challenges;anything;feel;success;provide;space;ensuring
journey_268,within_data_value,0,6,6,10,True,0,191,related;really;something;next;tools;date;capital;insert;business;climate;standard;types;kind;across;quality
journey_269,relevant_data_project,0,5,7,10,True,0,192,models;related;dance;tools;date;insert;standard;business;climate;kind;stage;quality;impact;challenges;dynamics
journey_270,academic_data_climate,0,4,7,9,True,0,188,process;date;insert;metrics;standard;business;climate;kind;analysis;quality;impact;regulatory;time;relationships;financial
journey_271,metrics_data_projects,0,5,7,10,True,0,190,process;cost;tools;dance;date;insert;metrics;business;climate;kind;analysis;stage;platform;quality;impact
journey_272,chain_data_project,0,5,7,10,True,0,193,related;women;architecture;cloud;modern;process;entry;dance;tools;insert;date;cross;standard;business;climate
journey_273,entry_data_project,0,5,7,10,True,0,189,related;really;something;next;process;entry;tools;dance;date;insert;business;standard;climate;kind;stage
journey_274,dance_data_integration,0,14,8,20,True,0,314,critical;born;product;date;private;anything;feel;space;ensure;time;dark;future;standards;game;music
journey_275,conclusion_data_integration,0,2,8,8,True,0,134,quality;different;next;conclusion;music;date;insert;time;performance;project;thought;thing;data;kind;integration
journey_276,didn_data_kind,0,2,8,8,True,0,137,quality;really;different;next;going;probably;date;insert;time;thing;thought;didn;data;kind;integration
journey_277,presentation_data_integration,0,6,8,10,True,0,187,ledger;next;dance;tools;date;insert;alone;analysis;kind;platform;stage;quality;impact;challenges;used
journey_278,morning_data_integration,0,30,8,36,True,0,392,critical;born;records;product;complex;date;capital;paragraph;basin;keep;prove;recursive;coherence;scheduler;private
journey_279,points_data_date,0,2,8,8,True,0,129,quality;fields;next;music;date;insert;time;steps;project;thing;points;data;kind;integration;door
journey_280,london_data_analytics,0,2,9,9,True,0,56,analytics;quality;impact;architecture;regulatory;ensuring;governance;experience;london;management;science;women;data;change;best
journey_281,tech_data_analytics,0,28,9,36,True,0,275,something;records;product;lseg;culture;prove;paragraph;keep;recursive;coherence;scheduler;private;anything;feel;create
journey_282,science_data_analytics,0,28,9,36,True,0,280,records;product;lseg;typing;prove;paragraph;keep;recursive;coherence;reading;scheduler;private;anything;feel;fill
journey_283,background_data_analytics,0,24,9,30,True,0,283,critical;property;born;records;something;product;recursive;private;anything;feel;create;space;find;graph;event
journey_284,client_data_management,0,23,9,36,True,0,268,critical;records;basin;paragraph;prove;keep;recursive;coherence;scheduler;private;create;find;graph;ensure;time
journey_285,relevant_developed_used,1,2,9,9,True,4,0,allow;apply;allowed;receive;provided;developed;included;allows;maintain;used;provide;consistent;ensuring;ensure;maintaining
journey_286,meet_speak_explain,1,1,9,9,False,5,0,explain;meet;feel;provide;learned;allow;hear;reach;bring;moving;replace;speak;believe;take;leave
journey_287,eyes_chorus_data,0,2,10,10,True,0,79,analytics;chorus;used;eyes;born;scene;based;dance;tools;music;sounds;city;services;side;modern
journey_288,enters_chorus_data,0,2,10,10,True,6,0,analytics;chorus;used;enters;scene;based;tools;music;city;services;side;platform;modern;stage;data
journey_289,emerges_chorus_data,0,2,10,10,True,7,0,analytics;chorus;used;scene;based;tools;music;emerges;others;city;services;side;platform;modern;stage
journey_290,waiting_scene_help,0,21,12,29,True,0,237,critical;born;records;something;product;built;keep;recursive;against;private;anything;feel;design;provide;create
journey_291,short_scene_light,0,30,12,33,True,0,257,critical;born;records;product;complex;basin;paragraph;keep;relational;recursive;coherence;private;robust;anything;feel
journey_292,requires_scene_must,0,30,12,36,True,0,279,critical;born;records;something;product;basin;paragraph;prove;keep;recursive;coherence;scheduler;private;robust;anything
journey_293,lies_scene_love,0,12,12,17,True,0,184,critical;something;born;private;anything;feel;space;find;ensure;time;dark;future;standards;lies;remember
journey_294,across_scene_history,0,50,12,36,True,0,274,critical;feedback;born;records;product;symbolic;basin;paragraph;prove;keep;relational;active;interpretation;recursive;environment
journey_295,every_scene_future,0,16,12,20,True,0,202,critical;born;records;product;apply;keep;private;anything;feel;provide;properly;space;ensuring;find;ensure
journey_296,keep_scene_love,0,42,12,33,True,0,254,critical;property;goal;born;records;something;product;paragraph;keep;recursive;coherence;environment;private;challenges;anything
journey_297,happy_scene_love,0,50,12,36,True,0,271,critical;property;born;records;something;product;basin;paragraph;prove;keep;another;active;recursive;coherence;scheduler
journey_298,help_scene_love,0,37,12,36,True,0,271,critical;born;records;product;date;paragraph;basin;keep;recursive;coherence;scheduler;private;anything;setup;success
journey_299,opening_scene_light,0,44,12,36,True,0,275,critical;born;records;something;product;clarity;basin;paragraph;returns;keep;recursive;coherence;scheduler;private;anything
journey_300,order_scene_story,0,40,12,36,True,0,274,property;born;records;something;product;basin;paragraph;recursive;coherence;scheduler;private;echoes;anything;feel;success
journey_301,forces_scene_light,0,38,12,36,True,0,275,critical;property;born;records;something;product;square;basin;paragraph;recursive;coherence;scheduler;private;anything;feel
journey_302,small_scene_light,0,28,12,36,True,0,275,critical;white;born;records;product;basin;paragraph;prove;keep;recursive;coherence;scheduler;private;anything;feel
journey_303,beyond_scene_future,0,50,12,36,True,0,272,critical;property;born;records;root;product;basin;cover;paragraph;keep;recursive;coherence;scheduler;private;challenges
journey_304,filled_scene_light,0,28,12,25,True,0,221,critical;born;records;product;apply;keep;private;anything;feel;design;provide;space;ensuring;find;graph
journey_305,inside_scene_love,0,31,12,36,True,0,275,critical;feedback;born;something;records;root;product;culture;basin;scripts;syntax;keep;paragraph;recursive;coherence
journey_306,weak_scene_dark,0,41,12,36,True,0,273,critical;born;records;root;product;crucial;basin;paragraph;keep;another;recursive;coherence;environment;scheduler;private
journey_307,fixes_scene_story,0,42,12,36,True,0,273,critical;plan;born;records;something;product;behavior;basin;paragraph;keep;recursive;coherence;scheduler;private;relations
journey_308,against_scene_love,0,40,12,35,True,0,265,critical;white;born;records;something;product;basin;paragraph;keep;another;recursive;coherence;environment;against;private
journey_309,must_scene_love,0,39,12,36,True,0,275,critical;born;unique;records;root;product;basin;paragraph;prove;keep;relational;recursive;coherence;scheduler;private
journey_310,must_scene_love,0,50,12,36,True,0,272,critical;born;records;product;typing;basin;authors;paragraph;keep;mathematical;prove;recursive;coherence;scheduler;private
journey_311,find_scene_love,0,35,12,36,True,0,275,critical;born;records;something;product;basin;paragraph;prove;keep;another;recursive;coherence;reading;scheduler;private
journey_312,save_scene_love,0,31,12,36,True,0,275,critical;born;records;product;basin;paragraph;prove;keep;returns;recursive;coherence;reading;scheduler;private;challenges
journey_313,introduce_scene_must,0,31,12,35,True,0,267,critical;born;records;something;product;crucial;builds;basin;paragraph;keep;recursive;coherence;reading;private;load
journey_314,explore_scene_love,0,35,12,36,True,0,274,critical;born;records;root;product;basin;paragraph;relational;recursive;coherence;reading;scheduler;private;anything;feel
journey_315,dark_scene_light,0,48,12,36,True,0,275,critical;plan;property;born;records;something;product;basin;paragraph;keep;recursive;coherence;scheduler;private;anything
journey_316,part_scene_story,0,50,12,36,True,0,274,critical;born;records;product;basin;paragraph;built;keep;another;recursive;coherence;scheduler;private;relations;anything
journey_317,last_scene_love,0,50,12,36,True,0,272,critical;property;ledger;born;records;something;product;complex;builds;basin;paragraph;syntax;keep;recursive;coherence
journey_318,great_scene_love,0,31,12,36,True,0,276,critical;born;records;product;basin;paragraph;keep;recursive;coherence;representing;scheduler;private;anything;feel;working
journey_319,various_scene_future,0,24,12,30,True,0,246,critical;born;records;something;product;keep;recursive;coherence;representing;private;anything;feel;success;provide;create
journey_320,addressing_scene_history,0,45,12,36,True,0,269,critical;born;records;something;product;complex;typing;prove;paragraph;keep;recursive;coherence;representing;scheduler;private
journey_321,separate_scene_history,0,26,12,35,True,0,273,critical;born;records;product;basin;paragraph;recursive;coherence;separate;private;anything;feel;success;create;space
journey_322,short_weak_dark,1,1,12,12,False,0,14,future;must;black;scene;weak;short;tone;bold;final;dark;story;history;help;light;love
journey_323,power_night_space,0,31,13,36,True,0,277,critical;born;records;something;product;basin;paragraph;recursive;coherence;scheduler;private;anything;feel;create;space
journey_324,away_night_year,0,28,13,36,True,0,279,critical;born;product;lseg;basin;paragraph;keep;recursive;coherence;scheduler;private;anything;feel;provide;create
journey_325,whenever_under_year,0,25,13,29,True,0,239,critical;born;records;something;product;complex;recursive;private;anything;feel;provide;create;space;ensuring;find
journey_326,lost_night_year,0,23,13,25,True,0,221,critical;born;records;product;keep;another;private;anything;feel;success;provide;space;ensuring;find;graph
journey_327,remember_year_night,0,20,13,29,True,0,240,critical;born;something;product;another;recursive;private;anything;feel;create;space;ensuring;find;graph;ensure
journey_328,involves_under_year,0,32,13,36,True,0,277,critical;born;records;unique;something;product;complex;basin;paragraph;keep;recursive;points;coherence;scheduler;private
journey_329,involves_under_year,0,37,13,36,True,0,274,critical;born;records;something;product;basin;evolves;paragraph;keep;prove;recursive;coherence;scheduler;private;echoes
journey_330,used_year_under,0,48,13,36,True,0,271,critical;born;records;something;product;date;evolves;paragraph;basin;keep;prove;recursive;coherence;scheduler;private
journey_331,someone_something_night,0,27,13,36,True,0,279,critical;something;born;records;product;screen;basin;paragraph;recursive;coherence;scheduler;private;anything;feel;design
journey_332,give_under_year,0,31,13,36,True,0,276,critical;born;records;product;basin;paragraph;keep;recursive;coherence;reading;scheduler;private;choice;anything;feel
journey_333,born_year_night,0,17,13,24,True,0,221,critical;born;records;product;london;private;anything;feel;space;ensuring;find;graph;ensure;time;bank
journey_334,under_year_night,0,23,13,34,True,0,276,critical;born;records;something;root;product;apply;realisation;basin;paragraph;keep;recursive;coherence;against;private
journey_335,significant_year_night,0,26,13,33,True,0,257,critical;born;records;something;product;complex;crucial;paragraph;london;recursive;coherence;private;robust;anything;feel
journey_336,under_year_night,0,45,13,36,True,0,271,critical;born;records;something;product;paragraph;another;trace;recursive;coherence;scheduler;private;anything;feel;provide
journey_337,expected_year_night,0,34,13,36,True,0,276,critical;born;records;product;apply;typing;basin;paragraph;intuitive;keep;recursive;points;coherence;scheduler;private
journey_338,lead_year_night,0,39,13,36,True,0,275,critical;born;records;product;basin;paragraph;sets;recursive;coherence;scheduler;private;anything;feel;provide;create
journey_339,detailed_full_under,0,48,13,36,True,0,273,critical;born;records;something;product;basin;paragraph;prefix;recursive;coherence;reading;scheduler;private;anything;feel
journey_340,year_night_under,0,45,13,36,True,0,276,critical;born;records;something;product;screen;basin;paragraph;relational;active;recursive;coherence;scheduler;private;anything
journey_341,take_under_year,0,25,13,36,True,0,277,critical;born;records;something;product;basin;paragraph;prove;keep;recursive;coherence;scheduler;private;anything;feel
journey_342,remember_year_night,0,37,13,36,True,0,275,critical;born;records;something;product;complex;basin;paragraph;keep;recursive;coherence;scheduler;private;anything;feel
journey_343,social_night_year,0,48,13,36,True,0,272,critical;born;records;product;complex;basin;paragraph;keep;recursive;coherence;explicit;scheduler;private;robust;anything
journey_344,meet_night_year,0,29,13,36,True,0,277,critical;born;something;product;prove;paragraph;recursive;coherence;scheduler;private;anything;feel;coherent;provide;properly
journey_345,significant_year_night,0,48,13,36,True,0,267,critical;born;records;unique;something;product;complex;crucial;basin;paragraph;another;recursive;coherence;scheduler;private
journey_346,understanding_night_year,0,31,13,36,True,0,276,critical;born;records;product;complex;basin;paragraph;recursive;coherence;scheduler;private;anything;feel;create;space
journey_347,crucial_year_night,0,48,13,36,True,0,266,critical;born;records;something;product;crucial;date;paragraph;basin;recursive;coherence;scheduler;private;robust;anything
journey_348,maintain_year_night,0,48,13,36,True,0,271,critical;white;born;records;something;product;main;basin;paragraph;recursive;coherence;scheduler;private;anything;feel
journey_349,asset_night_space,0,32,13,36,True,0,275,critical;property;born;records;something;product;asset;paragraph;basin;recursive;coherence;scheduler;private;anything;feel
journey_350,details_under_year,0,29,13,36,True,0,277,critical;property;born;records;something;product;complex;basin;paragraph;recursive;coherence;scheduler;private;strict;anything
journey_351,personal_night_full,0,28,13,36,True,0,278,critical;born;unique;something;product;crucial;basin;paragraph;prove;keep;recursive;coherence;scheduler;private;anything
journey_352,birth_night_year,0,26,13,36,True,0,279,critical;born;records;something;product;basin;paragraph;recursive;coherence;scheduler;private;anything;feel;provide;create
journey_353,reading_under_year,0,46,13,36,True,0,273,critical;plan;born;something;records;root;product;bridge;basin;paragraph;keep;trace;recursive;coherence;reading
journey_354,born_year_night,0,48,13,36,True,0,273,property;born;records;something;product;screen;realisation;basin;paragraph;keep;recursive;coherence;scheduler;private;anything
journey_355,under_year_night,0,48,13,36,True,0,273,critical;born;records;something;product;screen;apply;realisation;symbolic;basin;paragraph;prove;keep;recursive;coherence
journey_356,time_year_night,0,25,13,36,True,0,281,critical;born;records;something;product;basin;paragraph;another;recursive;coherence;scheduler;private;anything;feel;create
